user_location,user_description,user_friends,date,tweet,favourites,feeling,month,word_count,char_count,._count,!_count,@_count,'_count,",_count",/_count,?_count,;_count,-_count,)_count,#_count,(_count,emojis,email_count,nickname_count,url_count,hashtag_count,emoji_count,cleaned_tweet,word_count_cleaned,char_count_cleaned,tokens,cleaned_tokens,lemmatized,spacy_lemmatized,lemmatized_pronouns,pos_tags,lemmatized_str,hour,year
,,130,2022-11-18 15:56:43, of course not ❤️,49296,1,11,5,26,0,0,1,0,0,0,0,0,0,0,0,0,❤️,0,1,0,0,1,of course not,3,13,"['of', 'course', 'not']",['course'],['course'],course,"[('course', 'NOUN')]","[('course', 'NOUN')]",course,15,2022
,,130,2022-11-18 16:40:26, you don’t say …,41678,0,11,5,26,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,you dont say,3,12,"['you', 'dont', 'say']","['dont', 'say']","['dont', 'say']",dont say,"[('do', 'AUX'), ('nt', 'PART'), ('say', 'VERB')]","[('do', 'AUX'), ('nt', 'PART'), ('say', 'VERB')]",dont say,16,2022
,,130,2022-11-18 17:38:07,what should twitter do next?,519714,0,11,5,28,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,what should twitter do next,5,27,"['what', 'should', 'twitter', 'do', 'next']","['twitter', 'next']","['twitter', 'next']",twitter next,"[('twitter', 'NOUN'), ('next', 'ADP')]","[('twitter', 'NOUN'), ('next', 'ADP')]",twitter next,17,2022
,,130,2022-11-18 18:19:37, jazz hands 🤗,31641,1,11,4,22,0,0,1,0,0,0,0,0,0,0,0,0,🤗,0,1,0,0,1,jazz hands,2,10,"['jazz', 'hands']","['jazz', 'hands']","['jazz', 'hand']",jazz hand,"[('jazz', 'NOUN'), ('hand', 'NOUN')]","[('jazz', 'NOUN'), ('hand', 'NOUN')]",jazz hand,18,2022
,,130,2022-11-18 18:22:01,freedom fridays …,387015,1,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,freedom fridays,2,15,"['freedom', 'fridays']","['freedom', 'fridays']","['freedom', 'friday']",freedom friday,"[('freedom', 'NOUN'), ('friday', 'PROPN')]","[('freedom', 'NOUN'), ('friday', 'PROPN')]",freedom friday,18,2022
,,130,2022-11-18 18:31:47,"new twitter policy is freedom of speech, but not freedom of reach.

negative/hate tweets will be max deboosted & de… ",417843,0,11,21,144,2,0,0,0,1,4,0,1,0,0,0,0,,0,0,1,0,0,new twitter policy is freedom of speech but not freedom of reach negativehate tweets will be max deboosted de,19,109,"['new', 'twitter', 'policy', 'is', 'freedom', 'of', 'speech', 'but', 'not', 'freedom', 'of', 'reach', 'negativehate', 'tweets', 'will', 'be', 'max', 'deboosted', 'de']","['new', 'twitter', 'policy', 'freedom', 'speech', 'freedom', 'reach', 'negativehate', 'tweets', 'max', 'deboosted', 'de']","['new', 'twitter', 'policy', 'freedom', 'speech', 'freedom', 'reach', 'negativehate', 'tweet', 'max', 'deboosted', 'de']",new twitter policy freedom speech freedom reach negativehate tweet max deboosted de,"[('new', 'ADJ'), ('twitter', 'NOUN'), ('policy', 'NOUN'), ('freedom', 'NOUN'), ('speech', 'NOUN'), ('freedom', 'NOUN'), ('reach', 'VERB'), ('negativehate', 'PROPN'), ('tweet', 'PROPN'), ('max', 'PROPN'), ('deboosted', 'VERB'), ('de', 'ADP')]","[('new', 'ADJ'), ('twitter', 'NOUN'), ('policy', 'NOUN'), ('freedom', 'NOUN'), ('speech', 'NOUN'), ('freedom', 'NOUN'), ('reach', 'VERB'), ('negativehate', 'PROPN'), ('tweet', 'PROPN'), ('max', 'PROPN'), ('deboosted', 'VERB'), ('de', 'ADP')]",new twitter policy freedom speech freedom reach negativehate tweet max deboosted de,18,2022
,,130,2022-11-18 18:33:48,"kathie griffin, jorden peterson & babylon bee have been reinstated.

trump decision has not yet been made.",272211,1,11,17,110,2,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,kathie griffin jorden peterson babylon bee have been reinstated trump decision has not yet been made,16,100,"['kathie', 'griffin', 'jorden', 'peterson', 'babylon', 'bee', 'have', 'been', 'reinstated', 'trump', 'decision', 'has', 'not', 'yet', 'been', 'made']","['kathie', 'griffin', 'jorden', 'peterson', 'babylon', 'bee', 'reinstated', 'trump', 'decision', 'yet', 'made']","['kathie', 'griffin', 'jorden', 'peterson', 'babylon', 'bee', 'reinstated', 'trump', 'decision', 'yet', 'made']",kathie griffin jorden peterson babylon bee reinstated trump decision yet made,"[('kathie', 'PROPN'), ('griffin', 'PROPN'), ('jorden', 'PROPN'), ('peterson', 'PROPN'), ('babylon', 'PROPN'), ('bee', 'PROPN'), ('reinstated', 'VERB'), ('trump', 'NOUN'), ('decision', 'NOUN'), ('yet', 'ADV'), ('made', 'VERB')]","[('kathie', 'PROPN'), ('griffin', 'PROPN'), ('jorden', 'PROPN'), ('peterson', 'PROPN'), ('babylon', 'PROPN'), ('bee', 'PROPN'), ('reinstated', 'VERB'), ('trump', 'NOUN'), ('decision', 'NOUN'), ('yet', 'ADV'), ('made', 'VERB')]",kathie griffin jorden peterson babylon bee reinstated trump decision yet made,18,2022
,,130,2022-11-18 18:37:03, if only there had been a way … 🤣🤣,49456,1,11,10,48,0,0,1,0,0,0,0,0,0,0,0,0,🤣🤣,0,1,0,0,2,if only there had been a way,7,28,"['if', 'only', 'there', 'had', 'been', 'a', 'way']",['way'],['way'],way,"[('way', 'NOUN')]","[('way', 'NOUN')]",way,18,2022
,,130,2022-11-18 18:38:38,"note, this applies just to the individual tweet, not the whole account",135252,0,11,12,70,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,note this applies just to the individual tweet not the whole account,12,68,"['note', 'this', 'applies', 'just', 'to', 'the', 'individual', 'tweet', 'not', 'the', 'whole', 'account']","['note', 'applies', 'individual', 'tweet', 'whole', 'account']","['note', 'applies', 'individual', 'tweet', 'whole', 'account']",note applies individual tweet whole account,"[('note', 'NOUN'), ('applies', 'VERB'), ('individual', 'ADJ'), ('tweet', 'NOUN'), ('whole', 'ADJ'), ('account', 'NOUN')]","[('note', 'NOUN'), ('applies', 'VERB'), ('individual', 'ADJ'), ('tweet', 'NOUN'), ('whole', 'ADJ'), ('account', 'NOUN')]",note applies individual tweet whole account,18,2022
,,130,2022-11-18 21:11:12, thanks marc ❤️,62378,1,11,4,23,0,0,1,0,0,0,0,0,0,0,0,0,❤️,0,1,0,0,1,thanks marc,2,11,"['thanks', 'marc']","['thanks', 'marc']","['thanks', 'marc']",thanks marc,"[('thanks', 'NOUN'), ('marc', 'PROPN')]","[('thanks', 'NOUN'), ('marc', 'PROPN')]",thanks marc,21,2022
,,130,2022-11-18 21:52:14, exactly,32018,1,11,2,17,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,exactly,1,7,['exactly'],['exactly'],['exactly'],exactly,"[('exactly', 'ADV')]","[('exactly', 'ADV')]",exactly,21,2022
,,130,2022-11-18 22:07:39,first world cup match on sunday! watch on twitter for best coverage & real-time commentary.,621400,1,11,15,95,1,1,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,first world cup match on sunday watch on twitter for best coverage realtime commentary,14,86,"['first', 'world', 'cup', 'match', 'on', 'sunday', 'watch', 'on', 'twitter', 'for', 'best', 'coverage', 'realtime', 'commentary']","['first', 'world', 'cup', 'match', 'sunday', 'watch', 'twitter', 'best', 'coverage', 'realtime', 'commentary']","['first', 'world', 'cup', 'match', 'sunday', 'watch', 'twitter', 'best', 'coverage', 'realtime', 'commentary']",first world cup match sunday watch twitter best coverage realtime commentary,"[('first', 'ADJ'), ('world', 'PROPN'), ('cup', 'PROPN'), ('match', 'PROPN'), ('sunday', 'PROPN'), ('watch', 'VERB'), ('twitter', 'NOUN'), ('best', 'ADJ'), ('coverage', 'NOUN'), ('realtime', 'NOUN'), ('commentary', 'NOUN')]","[('first', 'ADJ'), ('world', 'PROPN'), ('cup', 'PROPN'), ('match', 'PROPN'), ('sunday', 'PROPN'), ('watch', 'VERB'), ('twitter', 'NOUN'), ('best', 'ADJ'), ('coverage', 'NOUN'), ('realtime', 'NOUN'), ('commentary', 'NOUN')]",first world cup match sunday watch twitter best coverage realtime commentary,22,2022
,,130,2022-11-19 00:13:23, kind of him to say. i look forward to meeting.,51772,1,11,11,61,2,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,kind of him to say i look forward to meeting,10,44,"['kind', 'of', 'him', 'to', 'say', 'i', 'look', 'forward', 'to', 'meeting']","['kind', 'say', 'look', 'forward', 'meeting']","['kind', 'say', 'look', 'forward', 'meeting']",kind say look forward meeting,"[('kind', 'ADV'), ('say', 'VERB'), ('look', 'VERB'), ('forward', 'ADV'), ('meeting', 'NOUN')]","[('kind', 'ADV'), ('say', 'VERB'), ('look', 'VERB'), ('forward', 'ADV'), ('meeting', 'NOUN')]",kind say look forward meeting,0,2022
,,130,2022-11-19 00:15:53," app store fees are obviously too high due to the ios/android duopoly. 

it is a hidden 30% tax on the internet.",52578,0,11,22,121,2,0,1,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,app store fees are obviously too high due to the iosandroid duopoly it is a hidden tax on the internet,20,102,"['app', 'store', 'fees', 'are', 'obviously', 'too', 'high', 'due', 'to', 'the', 'iosandroid', 'duopoly', 'it', 'is', 'a', 'hidden', 'tax', 'on', 'the', 'internet']","['app', 'store', 'fees', 'obviously', 'high', 'due', 'iosandroid', 'duopoly', 'hidden', 'tax', 'internet']","['app', 'store', 'fee', 'obviously', 'high', 'due', 'iosandroid', 'duopoly', 'hidden', 'tax', 'internet']",app store fee obviously high due iosandroid duopoly hidden tax internet,"[('app', 'NOUN'), ('store', 'NOUN'), ('fee', 'NOUN'), ('obviously', 'ADV'), ('high', 'ADJ'), ('due', 'ADJ'), ('iosandroid', 'PROPN'), ('duopoly', 'ADJ'), ('hidden', 'VERB'), ('tax', 'NOUN'), ('internet', 'NOUN')]","[('app', 'NOUN'), ('store', 'NOUN'), ('fee', 'NOUN'), ('obviously', 'ADV'), ('high', 'ADJ'), ('due', 'ADJ'), ('iosandroid', 'PROPN'), ('duopoly', 'ADJ'), ('hidden', 'VERB'), ('tax', 'NOUN'), ('internet', 'NOUN')]",app store fee obviously high due iosandroid duopoly hidden tax internet,0,2022
,,130,2022-11-19 00:41:18,   too bad,59681,0,11,5,34,0,0,3,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,too bad,2,7,"['too', 'bad']",['bad'],['bad'],bad,"[('bad', 'ADJ')]","[('bad', 'ADJ')]",bad,0,2022
,,130,2022-11-19 00:47:45,reinstate former president trump,841319,1,11,4,32,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,reinstate former president trump,4,32,"['reinstate', 'former', 'president', 'trump']","['reinstate', 'former', 'president', 'trump']","['reinstate', 'former', 'president', 'trump']",reinstate former president trump,"[('reinstate', 'VERB'), ('former', 'ADJ'), ('president', 'NOUN'), ('trump', 'NOUN')]","[('reinstate', 'VERB'), ('former', 'ADJ'), ('president', 'NOUN'), ('trump', 'NOUN')]",reinstate former president trump,0,2022
,,130,2022-11-19 02:07:59, agreed,30862,1,11,2,18,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,agreed,1,6,['agreed'],['agreed'],['agreed'],agreed,"[('agreed', 'VERB')]","[('agreed', 'VERB')]",agreed,2,2022
,,130,2022-11-19 02:09:59," when polls are about a significant question, even those who don’t follow me tend to hear about it. that sai… ",233544,1,11,22,140,2,0,1,0,1,3,0,0,0,0,0,0,,0,1,1,0,0,when polls are about a significant question even those who dont follow me tend to hear about it that sai,20,104,"['when', 'polls', 'are', 'about', 'a', 'significant', 'question', 'even', 'those', 'who', 'dont', 'follow', 'me', 'tend', 'to', 'hear', 'about', 'it', 'that', 'sai']","['polls', 'significant', 'question', 'even', 'dont', 'follow', 'tend', 'hear', 'sai']","['poll', 'significant', 'question', 'even', 'dont', 'follow', 'tend', 'hear', 'sai']",poll significant question even dont follow tend hear sai,"[('poll', 'VERB'), ('significant', 'ADJ'), ('question', 'NOUN'), ('even', 'ADV'), ('do', 'AUX'), ('nt', 'PART'), ('follow', 'VERB'), ('tend', 'VERB'), ('hear', 'VERB'), ('sai', 'PROPN')]","[('poll', 'VERB'), ('significant', 'ADJ'), ('question', 'NOUN'), ('even', 'ADV'), ('do', 'AUX'), ('nt', 'PART'), ('follow', 'VERB'), ('tend', 'VERB'), ('hear', 'VERB'), ('sai', 'PROPN')]",poll significant question even dont follow tend hear sai,2,2022
,,130,2022-11-19 06:06:34,"   verification through the payment system plus phones, but allowing pseudonyms is th… ",14338,1,11,16,140,1,0,3,0,1,3,0,0,0,0,0,0,,0,3,1,0,0,verification through the payment system plus phones but allowing pseudonyms is th,12,81,"['verification', 'through', 'the', 'payment', 'system', 'plus', 'phones', 'but', 'allowing', 'pseudonyms', 'is', 'th']","['verification', 'payment', 'system', 'plus', 'phones', 'allowing', 'pseudonyms', 'th']","['verification', 'payment', 'system', 'plus', 'phone', 'allowing', 'pseudonym', 'th']",verification payment system plus phone allowing pseudonym th,"[('verification', 'NOUN'), ('payment', 'NOUN'), ('system', 'NOUN'), ('plus', 'CCONJ'), ('phone', 'NOUN'), ('allowing', 'VERB'), ('pseudonym', 'NOUN'), ('th', 'VERB')]","[('verification', 'NOUN'), ('payment', 'NOUN'), ('system', 'NOUN'), ('plus', 'CCONJ'), ('phone', 'NOUN'), ('allowing', 'VERB'), ('pseudonym', 'NOUN'), ('th', 'VERB')]",verification payment system plus phone allowing pseudonym th,6,2022
,,130,2022-11-19 09:02:30, can’t tell if this is parody or real,9953,0,11,9,47,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,cant tell if this is parody or real,8,35,"['cant', 'tell', 'if', 'this', 'is', 'parody', 'or', 'real']","['cant', 'tell', 'parody', 'real']","['cant', 'tell', 'parody', 'real']",cant tell parody real,"[('ca', 'AUX'), ('nt', 'PART'), ('tell', 'VERB'), ('parody', 'NOUN'), ('real', 'ADJ')]","[('ca', 'AUX'), ('nt', 'PART'), ('tell', 'VERB'), ('parody', 'NOUN'), ('real', 'ADJ')]",cant tell parody real,9,2022
,,130,2022-11-19 09:05:35,trump poll getting ~1m votes/hour!,620748,1,11,5,34,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,trump poll getting m voteshour,5,30,"['trump', 'poll', 'getting', 'm', 'voteshour']","['trump', 'poll', 'getting', 'voteshour']","['trump', 'poll', 'getting', 'voteshour']",trump poll getting voteshour,"[('trump', 'NOUN'), ('poll', 'NOUN'), ('getting', 'VERB'), ('voteshour', 'ADJ')]","[('trump', 'NOUN'), ('poll', 'NOUN'), ('getting', 'VERB'), ('voteshour', 'ADJ')]",trump poll getting voteshour,9,2022
,,130,2022-11-19 09:21:31, the bot attack is impressive to watch!,59919,1,11,8,48,0,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,the bot attack is impressive to watch,7,37,"['the', 'bot', 'attack', 'is', 'impressive', 'to', 'watch']","['bot', 'attack', 'impressive', 'watch']","['bot', 'attack', 'impressive', 'watch']",bot attack impressive watch,"[('bot', 'PROPN'), ('attack', 'PROPN'), ('impressive', 'ADJ'), ('watch', 'NOUN')]","[('bot', 'PROPN'), ('attack', 'PROPN'), ('impressive', 'ADJ'), ('watch', 'NOUN')]",bot attack impressive watch,9,2022
,,130,2022-11-19 09:28:36,just leaving twitter hq code review ,465177,1,11,7,59,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,1,0,0,just leaving twitter hq code review,6,35,"['just', 'leaving', 'twitter', 'hq', 'code', 'review']","['leaving', 'twitter', 'hq', 'code', 'review']","['leaving', 'twitter', 'hq', 'code', 'review']",leaving twitter hq code review,"[('leaving', 'VERB'), ('twitter', 'NOUN'), ('hq', 'PROPN'), ('code', 'NOUN'), ('review', 'NOUN')]","[('leaving', 'VERB'), ('twitter', 'NOUN'), ('hq', 'PROPN'), ('code', 'NOUN'), ('review', 'NOUN')]",leaving twitter hq code review,9,2022
,,130,2022-11-19 09:37:51,tesla fsd 10.69.3.1 going to wide release now,120708,1,11,8,45,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,tesla fsd going to wide release now,7,35,"['tesla', 'fsd', 'going', 'to', 'wide', 'release', 'now']","['tesla', 'fsd', 'going', 'wide', 'release']","['tesla', 'fsd', 'going', 'wide', 'release']",tesla fsd going wide release,"[('tesla', 'PROPN'), ('fsd', 'PROPN'), ('going', 'VERB'), ('wide', 'ADJ'), ('release', 'NOUN')]","[('tesla', 'PROPN'), ('fsd', 'PROPN'), ('going', 'VERB'), ('wide', 'ADJ'), ('release', 'NOUN')]",tesla fsd going wide release,9,2022
,,130,2022-11-19 11:43:12,   that was certainly my intention too!,5632,1,11,9,63,0,1,3,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,that was certainly my intention too,6,35,"['that', 'was', 'certainly', 'my', 'intention', 'too']","['certainly', 'intention']","['certainly', 'intention']",certainly intention,"[('certainly', 'ADV'), ('intention', 'NOUN')]","[('certainly', 'ADV'), ('intention', 'NOUN')]",certainly intention,11,2022
,,130,2022-11-19 12:19:23, most amount of people i’ve ever seen in the building by far,213196,1,11,13,74,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,most amount of people ive ever seen in the building by far,12,58,"['most', 'amount', 'of', 'people', 'ive', 'ever', 'seen', 'in', 'the', 'building', 'by', 'far']","['amount', 'people', 'ive', 'ever', 'seen', 'building', 'far']","['amount', 'people', 'ive', 'ever', 'seen', 'building', 'far']",amount people ive ever seen building far,"[('amount', 'NOUN'), ('people', 'NOUN'), ('i', 'PRON'), ('ve', 'VERB'), ('ever', 'ADV'), ('seen', 'VERB'), ('building', 'VERB'), ('far', 'ADV')]","[('amount', 'NOUN'), ('people', 'NOUN'), ('i', 'PRON'), ('ve', 'VERB'), ('ever', 'ADV'), ('seen', 'VERB'), ('building', 'VERB'), ('far', 'ADV')]",amount people ive ever seen building far,12,2022
,,130,2022-11-19 12:45:54, good question,28242,1,11,3,25,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,good question,2,13,"['good', 'question']","['good', 'question']","['good', 'question']",good question,"[('good', 'ADJ'), ('question', 'NOUN')]","[('good', 'ADJ'), ('question', 'NOUN')]",good question,12,2022
,,130,2022-11-19 13:02:19, bot & troll armies might be running out of steam soon. some interesting lessons to clean up future polls.,38359,0,11,20,119,2,0,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,bot troll armies might be running out of steam soon some interesting lessons to clean up future polls,18,101,"['bot', 'troll', 'armies', 'might', 'be', 'running', 'out', 'of', 'steam', 'soon', 'some', 'interesting', 'lessons', 'to', 'clean', 'up', 'future', 'polls']","['bot', 'troll', 'armies', 'might', 'running', 'steam', 'soon', 'interesting', 'lessons', 'clean', 'future', 'polls']","['bot', 'troll', 'army', 'might', 'running', 'steam', 'soon', 'interesting', 'lesson', 'clean', 'future', 'poll']",bot troll army might running steam soon interesting lesson clean future poll,"[('bot', 'PROPN'), ('troll', 'PROPN'), ('army', 'PROPN'), ('might', 'AUX'), ('running', 'VERB'), ('steam', 'NOUN'), ('soon', 'ADV'), ('interesting', 'ADJ'), ('lesson', 'NOUN'), ('clean', 'ADJ'), ('future', 'ADJ'), ('poll', 'NOUN')]","[('bot', 'PROPN'), ('troll', 'PROPN'), ('army', 'PROPN'), ('might', 'AUX'), ('running', 'VERB'), ('steam', 'NOUN'), ('soon', 'ADV'), ('interesting', 'ADJ'), ('lesson', 'NOUN'), ('clean', 'ADJ'), ('future', 'ADJ'), ('poll', 'NOUN')]",bot troll army might running steam soon interesting lesson clean future poll,13,2022
,,130,2022-11-19 13:23:21,fascinating to watch twitter trump poll!,459468,1,11,6,40,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,fascinating to watch twitter trump poll,6,39,"['fascinating', 'to', 'watch', 'twitter', 'trump', 'poll']","['fascinating', 'watch', 'twitter', 'trump', 'poll']","['fascinating', 'watch', 'twitter', 'trump', 'poll']",fascinating watch twitter trump poll,"[('fascinating', 'PROPN'), ('watch', 'VERB'), ('twitter', 'NOUN'), ('trump', 'NOUN'), ('poll', 'NOUN')]","[('fascinating', 'PROPN'), ('watch', 'VERB'), ('twitter', 'NOUN'), ('trump', 'NOUN'), ('poll', 'NOUN')]",fascinating watch twitter trump poll,13,2022
,,130,2022-11-19 14:12:19, most accurate would be to require access to phone gps for location-specific polls,10018,0,11,14,94,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,most accurate would be to require access to phone gps for locationspecific polls,13,80,"['most', 'accurate', 'would', 'be', 'to', 'require', 'access', 'to', 'phone', 'gps', 'for', 'locationspecific', 'polls']","['accurate', 'would', 'require', 'access', 'phone', 'gps', 'locationspecific', 'polls']","['accurate', 'would', 'require', 'access', 'phone', 'gps', 'locationspecific', 'poll']",accurate would require access phone gps locationspecific poll,"[('accurate', 'ADJ'), ('would', 'AUX'), ('require', 'VERB'), ('access', 'NOUN'), ('phone', 'NOUN'), ('gps', 'NOUN'), ('locationspecific', 'NOUN'), ('poll', 'NOUN')]","[('accurate', 'ADJ'), ('would', 'AUX'), ('require', 'VERB'), ('access', 'NOUN'), ('phone', 'NOUN'), ('gps', 'NOUN'), ('locationspecific', 'NOUN'), ('poll', 'NOUN')]",accurate would require access phone gps locationspecific poll,14,2022
,,130,2022-11-19 21:14:12," notes from last night:
- maybe deprecate tls this week, as only needed if android app >1 year old.
- ho… ",25204,0,11,23,143,2,0,1,0,1,3,0,1,2,0,0,0,,0,1,1,0,0,notes from last night maybe deprecate tls this week as only needed if android app year old ho,18,93,"['notes', 'from', 'last', 'night', 'maybe', 'deprecate', 'tls', 'this', 'week', 'as', 'only', 'needed', 'if', 'android', 'app', 'year', 'old', 'ho']","['notes', 'last', 'night', 'maybe', 'deprecate', 'tls', 'week', 'needed', 'android', 'app', 'year', 'old', 'ho']","['note', 'last', 'night', 'maybe', 'deprecate', 'tl', 'week', 'needed', 'android', 'app', 'year', 'old', 'ho']",note last night maybe deprecate tl week needed android app year old ho,"[('note', 'VERB'), ('last', 'ADJ'), ('night', 'NOUN'), ('maybe', 'ADV'), ('deprecate', 'VERB'), ('tl', 'NOUN'), ('week', 'NOUN'), ('needed', 'VERB'), ('android', 'ADJ'), ('app', 'PROPN'), ('year', 'NOUN'), ('old', 'ADJ'), ('ho', 'PROPN')]","[('note', 'VERB'), ('last', 'ADJ'), ('night', 'NOUN'), ('maybe', 'ADV'), ('deprecate', 'VERB'), ('tl', 'NOUN'), ('week', 'NOUN'), ('needed', 'VERB'), ('android', 'ADJ'), ('app', 'PROPN'), ('year', 'NOUN'), ('old', 'ADJ'), ('ho', 'PROPN')]",note last night maybe deprecate tl week needed android app year old ho,21,2022
,,130,2022-11-19 21:16:47, twitter search will add feedback loops to improve result rank based on which result you click on & whet… ,6523,1,11,21,144,1,0,1,0,0,3,0,1,0,0,0,0,,0,1,1,0,0,twitter search will add feedback loops to improve result rank based on which result you click on whet,18,101,"['twitter', 'search', 'will', 'add', 'feedback', 'loops', 'to', 'improve', 'result', 'rank', 'based', 'on', 'which', 'result', 'you', 'click', 'on', 'whet']","['twitter', 'search', 'add', 'feedback', 'loops', 'improve', 'result', 'rank', 'based', 'result', 'click', 'whet']","['twitter', 'search', 'add', 'feedback', 'loop', 'improve', 'result', 'rank', 'based', 'result', 'click', 'whet']",twitter search add feedback loop improve result rank based result click whet,"[('twitter', 'NOUN'), ('search', 'NOUN'), ('add', 'VERB'), ('feedback', 'NOUN'), ('loop', 'NOUN'), ('improve', 'NOUN'), ('result', 'PROPN'), ('rank', 'NOUN'), ('based', 'VERB'), ('result', 'NOUN'), ('click', 'VERB'), ('whet', 'NOUN')]","[('twitter', 'NOUN'), ('search', 'NOUN'), ('add', 'VERB'), ('feedback', 'NOUN'), ('loop', 'NOUN'), ('improve', 'NOUN'), ('result', 'PROPN'), ('rank', 'NOUN'), ('based', 'VERB'), ('result', 'NOUN'), ('click', 'VERB'), ('whet', 'NOUN')]",twitter search add feedback loop improve result rank based result click whet,21,2022
,,130,2022-11-19 21:19:48,the most entertaining outcome is the most likely – my variant on occam’s razor,174181,1,11,14,78,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,the most entertaining outcome is the most likely my variant on occams razor,13,75,"['the', 'most', 'entertaining', 'outcome', 'is', 'the', 'most', 'likely', 'my', 'variant', 'on', 'occams', 'razor']","['entertaining', 'outcome', 'likely', 'variant', 'occams', 'razor']","['entertaining', 'outcome', 'likely', 'variant', 'occam', 'razor']",entertaining outcome likely variant occam razor,"[('entertaining', 'ADJ'), ('outcome', 'NOUN'), ('likely', 'ADJ'), ('variant', 'ADJ'), ('occam', 'NOUN'), ('razor', 'NOUN')]","[('entertaining', 'ADJ'), ('outcome', 'NOUN'), ('likely', 'ADJ'), ('variant', 'ADJ'), ('occam', 'NOUN'), ('razor', 'NOUN')]",entertaining outcome likely variant occam razor,21,2022
,,130,2022-11-19 22:48:54,  i agree,6159,1,11,4,29,0,0,2,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,i agree,2,7,"['i', 'agree']",['agree'],['agree'],agree,"[('agree', 'VERB')]","[('agree', 'VERB')]",agree,22,2022
,,130,2022-11-19 22:49:44,  definitely need to improve twitter’s dopamine/cortisol ratio!,13991,0,11,9,83,0,1,2,0,0,1,0,0,0,0,0,0,,0,2,0,0,0,definitely need to improve twitters dopaminecortisol ratio,7,58,"['definitely', 'need', 'to', 'improve', 'twitters', 'dopaminecortisol', 'ratio']","['definitely', 'need', 'improve', 'twitters', 'dopaminecortisol', 'ratio']","['definitely', 'need', 'improve', 'twitter', 'dopaminecortisol', 'ratio']",definitely need improve twitter dopaminecortisol ratio,"[('definitely', 'ADV'), ('need', 'VERB'), ('improve', 'VERB'), ('twitter', 'NOUN'), ('dopaminecortisol', 'NOUN'), ('ratio', 'NOUN')]","[('definitely', 'ADV'), ('need', 'VERB'), ('improve', 'VERB'), ('twitter', 'NOUN'), ('dopaminecortisol', 'NOUN'), ('ratio', 'NOUN')]",definitely need improve twitter dopaminecortisol ratio,22,2022
,,130,2022-11-19 23:05:34, red bull does work tbh,79049,1,11,6,34,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,red bull does work tbh,5,22,"['red', 'bull', 'does', 'work', 'tbh']","['red', 'bull', 'work', 'tbh']","['red', 'bull', 'work', 'tbh']",red bull work tbh,"[('red', 'PROPN'), ('bull', 'PROPN'), ('work', 'NOUN'), ('tbh', 'NOUN')]","[('red', 'PROPN'), ('bull', 'PROPN'), ('work', 'NOUN'), ('tbh', 'NOUN')]",red bull work tbh,23,2022
,,130,2022-11-19 23:07:08,134m people have seen this poll,273894,1,11,6,31,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,m people have seen this poll,6,28,"['m', 'people', 'have', 'seen', 'this', 'poll']","['people', 'seen', 'poll']","['people', 'seen', 'poll']",people seen poll,"[('people', 'NOUN'), ('seen', 'VERB'), ('poll', 'NOUN')]","[('people', 'NOUN'), ('seen', 'VERB'), ('poll', 'NOUN')]",people seen poll,23,2022
,,130,2022-11-20 00:30:26, 🤣 but actually,41487,1,11,4,29,0,0,1,0,0,0,0,0,0,0,0,0,🤣,0,1,0,0,1,but actually,2,12,"['but', 'actually']",['actually'],['actually'],actually,"[('actually', 'ADV')]","[('actually', 'ADV')]",actually,0,2022
